word,pos_symbol,pos_word,meaning,sentiment score,sentiment
ebanghelyo,NN,noun,gospel,0.0,Neutral
ebanghélyo,NN,noun,"gospel, epistle.",0.0,Neutral
ebanhelyo,NN,noun,archaic form of ebanghelyo,0.0,Neutral
edad,NN,noun,age synonym: gulang,0.0,Neutral
edád,NN,noun,age.,0.0,Neutral
edukasyon,NN,noun,"education , upbringing",0.0,Neutral
edukasyon,NN,noun,"instruction , training",0.0,Neutral
eh,RP,particle,"filler which can mean, oh…, no….",0.0,Neutral
ehemplo,NN,noun,example synonym: halimbawa,0.0,Neutral
ehersisyo,NN,noun,exercise,0.0,Neutral
eklipse,NN,noun,eclipse,0.0,Neutral
eklípsi,NN,noun,eclipse.,0.0,Neutral
eksamen,NN,noun,"test , examination",0.0,Neutral
eksamen,VB,verb,to inquire or search,0.0,Neutral
eksámin,NN,noun,"examination, test.",0.0,Neutral
eksámin,VB,verb,to give or take an examination.,0.0,Neutral
eleksyon,NN,noun,election,0.0,Neutral
eleksyón,NN,noun,election.,0.0,Neutral
eleksyón,VB,verb,to hold an election.,0.0,Neutral
elektrisidad,NN,noun,electricity,0.0,Neutral
elementárya,NN,noun,elementary.,0.0,Neutral
elepante,NN,noun,elephant synonym: gadyo,0.0,Neutral
embahada,NN,noun,embassy,0.0,Neutral
embahador,NN,noun,ambassador,0.0,Neutral
embahadór,NN,noun,ambassador.,0.0,Neutral
embalsamár,VB,verb,to embalm.,0.0,Neutral
embudo,NN,noun,funnel,0.026,Neutral
empanáda,NN,noun,native pie of meat baked with pastry crust.,0.0,Neutral
empeine,NN,noun,herpes,0.0,Neutral
emperador,NN,noun,emperor,0.0,Neutral
empleyádo,NN,noun,employee.,0.0,Neutral
empýene,NN,noun,ringworm.,0.0,Neutral
enéro,NN,noun,january.,0.0,Neutral
englatéra,NN,noun,england.,0.0,Neutral
enhenyéro,NN,noun,engineer.,0.0,Neutral
enkantado,JJ,adjective,magical,0.0,Neutral
enpermera,NN,noun,attendant,0.0,Neutral
ensaláda,NN,noun,salad.,0.0,Neutral
entablado,NN,noun,"platform , stage",0.0,Neutral
entabládo,NN,noun,"platform, stage.",0.0,Neutral
éntra,VB,verb,"to go in, to enter, to share in, to interfere, to participate.",0.296,Positive
entyénde,VB,verb,"to understand, to grasp, to comprehend, to realize.",0.0,Neutral
epektíbo,JJ,adjective,effective.,0.477,Positive
eropláno,NN,noun,airplane.,0.0,Neutral
eséna,NN,noun,"screen, movie screen.",0.0,Neutral
esensya,NN,noun,"essence ; extract , tincture",0.0,Neutral
esensya,NN,noun,excerpt,0.0,Neutral
eskandalo,NN,noun,scandal,-0.44,Negative
eskándalo,NN,noun,scandal.,-0.44,Negative
eskándalo,JJ,adjective,"rude, scandalous, lack in social refinement.",-0.827,Negative
eskándalo,VB,verb,to create a scandal.,-0.202,Negative
eskiníta,NN,noun,"aisle, alleyway.",0.0,Neutral
eskoba,NN,noun,brush,0.0,Neutral
eskóba,NN,noun,"of shoes, brush.",0.0,Neutral
eskultor,NN,noun,sculptor,0.0,Neutral
eskultór,NN,noun,sculptor.,0.0,Neutral
eskuwela,NN,noun,school synonym: buluthoan,0.0,Neutral
eskuwela,VB,verb,to go to school ; to attend school,0.0,Neutral
eskwala,NN,noun,( carpentry ) square,0.0,Neutral
eskwéla,NN,noun,"student, pupil.",0.0,Neutral
eskwelahán,NN,noun,"school house, school.",0.0,Neutral
espáda,NN,noun,"sword, spade.",0.0,Neutral
espánya,NN,noun,spain.,0.0,Neutral
espanyól,NN,noun,"spanish, spaniard.",0.0,Neutral
espeho,NN,noun,mirror synonym: salaming,0.0,Neutral
espiritu,NN,noun,"spirit , soul , ghost synonym: kalag",-0.153,Negative
espíritu,NN,noun,"soul, spirit, ghost.",-0.153,Negative
espíya,NN,noun,"agent, spy.",0.0,Neutral
espíya,VB,verb,to spy.,0.0,Neutral
espóngha,NN,noun,"powder puff, sponge.",0.0,Neutral
estádo,NN,noun,"state, province.",0.0,Neutral
estádos,NN,noun,united states.,0.421,Positive
estánte,NN,noun,"shelf, bookcase.",0.0,Neutral
estár,VB,verb,"to inhabit, to stay, to live, to reside.",0.0,Neutral
estasyón,NN,noun,station.,0.0,Neutral
estátwa,NN,noun,statue.,0.0,Neutral
estranghéro,NN,noun,"foreigner, stranger.",0.0,Neutral
estudyante,NN,noun,"pupil , student",0.0,Neutral
estudyánte,NN,noun,"learner, student.",0.0,Neutral
fálda,NN,noun,ladies skirt.,0.0,Neutral
famílya,NN,noun,"family, home.",0.0,Neutral
febréro,NN,noun,february.,0.0,Neutral
floréra,NN,noun,flower vase.,0.0,Neutral
frankiyo,NN,noun,postage,0.0,Neutral
fránsya,NN,noun,france.,0.0,Neutral
fresa,NN,noun,strawberry,0.0,Neutral
fuersa,NN,noun,"force , strength , vigor",0.649,Positive
fuersa,NN,noun,"coercion , compulsion",0.0,Neutral
fuersa,VB,verb,"to force , compel",0.0,Neutral
gaang,VB,verb,"to heat , warm",0.226,Positive
gab-e,NN,noun,night,0.0,Neutral
gab-i,NN,noun,"evening ; night coordinate terms: aga , udto , hapon",0.0,Neutral
gab-i,NN,noun,nighttime synonym: adlaw,0.0,Neutral
gabi,NN,noun,taro,0.0,Neutral
gábi,NN,noun,taro.,0.0,Neutral
gabinéte,NN,noun,"cabinet, an advisory body to the president of the country.",0.0,Neutral
gabon,NN,noun,cloud synonym: panganod,0.0,Neutral
gabuk,JJ,adjective,"rotten , decayed , decomposed",-0.71,Negative
gabuk,VB,verb,to be rotten or decomposing,-0.511,Negative
gabúk,JJ,adjective,"rotten, decayed.",-0.71,Negative
gabúk,VB,verb,"to be rotten, to decay.",-0.718,Negative
gabut,VB,verb,"to pull out, to extract , to uproot",0.0,Neutral
gábut,VB,verb,"to pull out, to weed, to extract, to uproot.",0.0,Neutral
gáb’i,NN,noun,"night, evening.",0.0,Neutral
gago,JJ,adjective,ignorant,-0.273,Negative
gáhit,VB,verb,to clear the way by cutting off grass.,0.273,Positive
gahud,NN,noun,"clatter , noise",0.0,Neutral
gahud,NN,noun,( sound ) : rattle,0.0,Neutral
gahud,NN,noun,sound,0.0,Neutral
gáhud,JJ,adjective,"noisy, bothersome.",-0.459,Negative
gáhud,NN,noun,"noise, clatter.",0.0,Neutral
gáhud,VB,verb,"to be noisy, to make noise.",-0.178,Negative
gahúm,NN,noun,"power, authority, precedence.",0.077,Positive
gal-um,NN,noun,raincloud,0.0,Neutral
gal-um,NN,noun,"mist or fog , haze",0.0,Neutral
galab,NN,noun,"scythe , sickle",0.0,Neutral
gálab,VB,verb,"to cut with a sickle, to gather rice grains with a sickle.",-0.273,Negative
galánte,JJ,adjective,"gallant, chivalrous, extravagant.",0.402,Positive
galapún,NN,noun,bottle.,0.0,Neutral
galatúng,NN,noun,"firewood, chopped wood used for firewood.",0.0,Neutral
galing,VB,verb,"grind , mill",0.0,Neutral
gáling,VB,verb,"to mill, to grind.",0.0,Neutral
galingan,NN,noun,grinder,0.0,Neutral
galingán,NN,noun,"grinder, mill.",0.0,Neutral
galí’,RP,particle,"really, is that so, indeed, oh.",0.0,Neutral
galón,NN,noun,gallon.,0.0,Neutral
galyetas,NN,noun,"cracker , hardtack , biscuit",0.0,Neutral
galyetas,NN,noun,a small ship,0.0,Neutral
galyétas,NN,noun,"crackers, cookie.",0.0,Neutral
gál’um,NN,noun,"rain cloud, gray cloud.",0.0,Neutral
gál’um,JJ,adjective,cloudy.,0.0,Neutral
gál’um,VB,verb,to become cloudy.,0.0,Neutral
gamay,JJ,adjective,"little , small synonym: diyotay",0.0,Neutral
gamáy,JJ,adjective,"small, little.",0.0,Neutral
gambal,JJ,adjective,bulky,0.0,Neutral
gamhon,NN,noun,( botany ) weed,0.0,Neutral
gámhun,NN,noun,fog.,0.0,Neutral
gámhun,JJ,adjective,foggy.,0.0,Neutral
gamit,VB,verb,"to use , to apply , to employ",0.0,Neutral
gámit,VB,verb,"to use, to devise.",0.0,Neutral
gamo,NN,noun,"conflict , trouble",-0.612,Negative
gamo,NN,noun,"confusion , disorder . excitement , noise",-0.178,Negative
gamosa,NN,noun,velvet,0.0,Neutral
gamósa,JJ,adjective,velvety.,0.0,Neutral
gamot,NN,noun,root,0.0,Neutral
gamú,NN,noun,"disturbance, conflict, confusion.",-0.727,Negative
gamú,VB,verb,"to cause a disturbance, to throw into confusion, to take away peace.",-0.077,Negative
gamút,NN,noun,root.,0.0,Neutral
gana,NN,noun,"appetite , desire",0.402,Positive
gána,NN,noun,appetite.,0.0,Neutral
gána,VB,verb,to have appetite for.,0.0,Neutral
ganánsya,NN,noun,"winnings, gain.",0.784,Positive
ganghá’an,NN,noun,"gate, entrance, door.",0.0,Neutral
ganhaan,NN,noun,door,0.0,Neutral
gánit,VB,verb,"to pinch, to twist, to pull one’s hair.",0.0,Neutral
gáni’,CC,conjunction,"in fact, as a matter of fact.",0.026,Neutral
gansa,NN,noun,"gander , goose",0.0,Neutral
gánsa,NN,noun,goose.,0.0,Neutral
gansál,JJ,adjective,"loud, deafening.",-0.296,Negative
gansál,NN,noun,"noise, racket.",0.0,Neutral
gansál,VB,verb,"to be noisy, to set up a racket.",-0.178,Negative
gansilyo,NN,noun,"crochet hook , knitting needle",0.0,Neutral
ganso,NN,noun,hook,0.0,Neutral
gántang,NN,noun,ganta.,0.0,Neutral
gantángan,NN,noun,wooden measuring box with a volume content of approximately one ganta or three liters.,0.0,Neutral
gánuy,VB,verb,"to drag behind, to draw.",-0.226,Negative
ganyat,VB,verb,"attract , entice , seduce",0.361,Positive
gapas,VB,verb,to cut down or fell,-0.273,Negative
gápas,VB,verb,"to cut down, to fell.",-0.273,Negative
gápus,VB,verb,"to bind, to tie together, to tie the hands together.",0.0,Neutral
gárab,VB,verb,"to cut rice, to gather rice grains, grass or any dicot plant with a sharp instrument.",-0.273,Negative
gárab,NN,noun,"reaper, small sharp blade in the palm used to cut rice grains from the stalk.",-0.273,Negative
garahe,NN,noun,garage,0.0,Neutral
garáhi,NN,noun,garage.,0.0,Neutral
garantíya,NN,noun,guarantee.,0.25,Positive
garapata,NN,noun,tick,0.0,Neutral
gará’,VB,verb,"to allure, to entice, to persuade, to prevail upon.",0.0,Neutral
garbanso,NN,noun,"chickpea , garbanzo",0.0,Neutral
garot,JJ,adjective,dense,0.0,Neutral
garuk,NN,noun,filth,0.0,Neutral
garuk,VB,verb,corrupt,0.0,Neutral
garúk,JJ,adjective,"corrupt, depraved.",0.0,Neutral
garúk,VB,verb,to corrupt.,0.0,Neutral
garút,JJ,adjective,"tough, rowdy.",-0.128,Negative
gasolina,NN,noun,"gasoline ( us , canada ) ; petrol ( australia , uk )",0.0,Neutral
gasolina,VB,verb,to refuel with gasoline / petrol ; to gas up,0.0,Neutral
gastado,JJ,adjective,spent,0.0,Neutral
gástos,NN,noun,"expense, disbursement.",0.0,Neutral
gástos,VB,verb,"to spend, to expend, to disburse.",0.0,Neutral
gástos,JJ,adjective,"extravagant, spendthrift.",0.0,Neutral
gata,NN,noun,coconut milk,0.0,Neutral
gatas,NN,noun,milk,0.0,Neutral
gátas,NN,noun,"milk, sap.",0.0,Neutral
gatasan,VB,verb,milk,0.0,Neutral
gatá’,NN,noun,"juice, coconut milk.",0.0,Neutral
gatong,NN,noun,firewood ; fuel,0.0,Neutral
gatong,VB,verb,to fuel,0.0,Neutral
gatúmbal,NN,noun,pepper.,0.0,Neutral
gátung,VB,verb,to burn as firewood.,0.0,Neutral
gatús,CD,numeral,hundred.,0.0,Neutral
gáwa,VB,verb,to look out the window.,0.0,Neutral
gáwad,VB,verb,"to get at a price, to recover, to redeem a pawned item.",0.0,Neutral
gawahan,NN,noun,window,0.0,Neutral
gaway,VB,verb,dangle,0.0,Neutral
gawgaw,NN,noun,starch,0.0,Neutral
gáwgaw,NN,noun,starch.,0.0,Neutral
gawi,NN,noun,conduct,0.0,Neutral
gayún,JJ,adjective,"gorgeous, dressy.",0.612,Positive
gá’id,VB,verb,"to bind, to secure, to tie to, to hitch on to.",0.34,Positive
ga’úd,NN,noun,"paddle, oar.",0.0,Neutral
ga’úd,VB,verb,"to row, to paddle, to propel by means of an oar.",0.0,Neutral
géra,NN,noun,"war, battle.",-0.758,Negative
géra,VB,verb,to declare or fight a war.,-0.758,Negative
gesantes,NN,noun,"snow pea , sugar snap pea",0.0,Neutral
gia,NN,noun,"guide , leader , founder",0.0,Neutral
gibungan,NN,noun,the junction of two or more rivers,0.0,Neutral
gibungan,NN,noun,mouth of a river,0.0,Neutral
gibwangan,NN,noun,the junction of two or more rivers,0.0,Neutral
gibwangan,NN,noun,mouth of a river,0.0,Neutral
gíd,RP,particle,"very, extremely, most, intensifier.",0.0,Neutral
gihapon,RB,adverb,"always , as , always , usually",0.0,Neutral
gihápun,RB,adverb,always.,0.0,Neutral
gíhu’,VB,verb,"to move, to stir, to budge.",0.0,Neutral
gikan,NN,noun,"origin , where someone comes from",0.0,Neutral
gíkan,VB,verb,"to come from, to originate, to be derived from.",0.0,Neutral
gikas,VB,verb,to cut off or diminish,-0.273,Negative
gikas,VB,verb,separate,0.0,Neutral
gilayon,RB,adverb,immediately synonym: dali,0.0,Neutral
gilayon,RB,adverb,"soon ; later synonyms: karon , madason",0.0,Neutral
gilayún,RB,adverb,"soon, immediately, later.",0.0,Neutral
gín-,VB,verbal affix,general completed -un affix.,0.0,Neutral
gín-…-an,VB,verbal affix,general completed -an affix.,0.0,Neutral
ginagihan,NN,noun,incidents and events that happen to a person during their life,0.0,Neutral
ginamús,NN,noun,native fish sauce made out of marinated fish.,0.0,Neutral
giná’,VB,verbal affix,general durative -un affix.,0.0,Neutral
giná…-an,VB,verbal affix,general durative -an affix.,0.0,Neutral
ginggon,NN,noun,gingham,0.0,Neutral
gingikanan,NN,noun,"beginning , commencement , lineage , origin , root , source , start",0.0,Neutral
ginharian,NN,noun,domain ; empire ; kingdom ; monarchy ; realm ; sovereignty synonym: dakhari,0.0,Neutral
ginhawa,NN,noun,"breath , exhalation , inhalation , respiration",0.0,Neutral
ginháwa,NN,noun,"breath, respiration.",0.0,Neutral
ginháwa,VB,verb,"to breathe, to take in air.",0.0,Neutral
ginhawaan,NN,noun,"trachea , windpipe",0.0,Neutral
ginikanan,NN,noun,parent,0.0,Neutral
ginikánan,NN,noun,parent.,0.0,Neutral
ginoo,NN,noun,deity ; god,0.273,Positive
ginsakpan,NN,noun,dominion,0.0,Neutral
ginsugoran,JJ,adjective,elementary,0.0,Neutral
gintung-an,NN,noun,"center , middle , midpoint",0.0,Neutral
ginuo,NN,noun,sir,0.0,Neutral
ginutlan,NN,noun,"interlude , interval",0.0,Neutral
ginú’u,NN,noun,"sir, mister.",0.0,Neutral
ginú’u,NN,noun,god.,0.273,Positive
gín’ut,JJ,adjective,"of climate, warm, hot.",0.226,Positive
gipak,JJ,adjective,broken,-0.477,Negative
gíray,VB,verb,to tear or cut in strips.,-0.273,Negative
gisa,VB,verb,"to bake , to fry",0.0,Neutral
gisá,VB,verb,"to fry with fat, to saute.",0.0,Neutral
gisántes,NN,noun,pea.,0.0,Neutral
gisi,NN,noun,"rend , rip , split , tear , ( to , rend )",0.0,Neutral
gision,VB,verb,"crack , rip , tear",0.0,Neutral
gísi’,VB,verb,"to tear, to slit with a sharp instrument, to split, to break asunder.",0.0,Neutral
gitára,NN,noun,guitar.,0.0,Neutral
gitára,VB,verb,to play a guitar.,0.34,Positive
giwa-os,NN,noun,"dearth of food, famine , misery",-0.791,Negative
giwaos,NN,noun,alternative spelling of giwá-os,0.0,Neutral
giyan,VB,verb,"desire , inclination , liking for",0.66,Positive
godgod,VB,verb,"follow up , look for , search for",0.0,Neutral
gora,NN,noun,"bonnet , cap",0.0,Neutral
governadór,NN,noun,governor.,0.0,Neutral
grábe,JJ,adjective,"grave, serious.",-0.44,Negative
grádo,NN,noun,grade.,0.0,Neutral
grádwar,VB,verb,to graduate.,0.0,Neutral
gramátika,NN,noun,grammar.,0.0,Neutral
grása,NN,noun,grease.,0.0,Neutral
grasya,NN,noun,"grace synonym: bugay antonyms: desgrasya , huya",0.421,Positive
grásya,NN,noun,"grace, blessing.",0.718,Positive
gratipikasyon,NN,noun,"gratuity , reward , tip , ( gratuity , reward )",0.813,Positive
grátis,NN,noun,"gratis, free.",0.542,Positive
gripo,NN,noun,faucet ; tap,0.0,Neutral
grípo,NN,noun,faucet.,0.0,Neutral
grumete,NN,noun,crew,0.0,Neutral
gruméte,NN,noun,crew.,0.0,Neutral
grúpu,NN,noun,group.,0.0,Neutral
gub-on,VB,verb,disrupt,0.0,Neutral
guban,NN,noun,"brigade , group , throng",0.0,Neutral
gubán,NN,noun,"group, brigade, caravan.",0.0,Neutral
gúbat,NN,noun,war.,-0.599,Negative
gúbat,VB,verb,"to wage a war, to declare war.",-0.832,Negative
gubá’,VB,verb,"to demolish, to destroy, to undo.",-0.542,Negative
gúgma,NN,noun,"love, adoration, affection.",0.91,Positive
gúhab,VB,verb,to break in or through.,0.0,Neutral
gulang,NN,noun,age synonym: edad,0.0,Neutral
gulang,JJ,adjective,"mature , ripe synonym: tanang antonym: hilaw",0.421,Positive
gúlang,NN,noun,"age, maturity.",0.0,Neutral
gúlang,VB,verb,"to be old, to become mature, to ripen.",0.421,Positive
gúlgul,VB,verb,"to saw off, to cut off.",-0.273,Negative
gúlpi,VB,verb,"to shock, to jolt.",-0.382,Negative
gúlub,VB,verb,"to cut, to trim, to crop closely.",-0.273,Negative
gulút,VB,verb,to cut with a knife or scissors.,-0.273,Negative
guluwaan,NN,noun,"exit , escape , egress",0.178,Positive
gúlu’,VB,verb,"to thrust, to put a stick or finger through a hole, to insert something through a crack.",0.0,Neutral
gúma,NN,noun,"rubber, tire.",0.0,Neutral
gúmuk,VB,verb,to squeeze or compress so as to crush.,-0.218,Negative
gumulua,NN,noun,cast,0.0,Neutral
gumulúwa’,NN,noun,"cast, mold.",0.0,Neutral
gúmun,VB,verb,"to muddle, to disorganize, to entangle, especially string or yarn, or thread.",0.0,Neutral
gunting,NN,noun,scissors,0.0,Neutral
gunting,NN,noun,haircut,0.0,Neutral
gúnting,NN,noun,"scissors, haircut.",0.0,Neutral
gúnting,VB,verb,to cut with a scissors.,-0.273,Negative
gúra,NN,noun,"cap, hat.",0.0,Neutral
guráb,VB,verb,"to grasp and to pull out grass, to weed.",0.0,Neutral
guray,NN,noun,"streak , stripe",0.0,Neutral
guray-guray,NN,noun,stripe,0.0,Neutral
guráyguráy,JJ,adjective,"lined, striped.",0.0,Neutral
gurípat,VB,verb,"to twist the ears, to box the ears.",0.0,Neutral
gusok,NN,noun,( anatomy ) rib,0.0,Neutral
gústo,NN,noun,"wants, desire, likes.",0.67,Positive
gústo,VB,verb,"to care for, to want, to desire, to like.",0.827,Positive
gúsuk,NN,noun,rib.,0.0,Neutral
gutok,JJ,adjective,tight,0.0,Neutral
gutok,JJ,adjective,crowded,0.0,Neutral
gutom,JJ,adjective,"famished , hungry",0.0,Neutral
gutom,NN,noun,hunger,-0.25,Negative
gútrab,VB,verb,to chop or cut off with a knife or a pair of scissors.,-0.273,Negative
gutúk,JJ,adjective,"of clothes, tight.",0.0,Neutral
gutúk,VB,verb,to be tight.,0.0,Neutral
gútum,NN,noun,"hunger, craving.",-0.25,Negative
gútum,VB,verb,"to crave for, to hunger for.",-0.25,Negative
guya,NN,noun,( anatomy ) face,0.0,Neutral
guyod,VB,verb,to drag ; to haul ; to pull,-0.226,Negative
gúyud,VB,verb,"to tug along, to drag along, to pull, to trail along the ground.",-0.226,Negative
guyum,NN,noun,"ant , ( various , species )",0.0,Neutral
gwantes,NN,noun,gloves,0.0,Neutral
gwápo,JJ,adjective,"handsome, beautiful, pretty.",0.883,Positive
gwardya,NN,noun,guard ; watch,0.0,Neutral
gwá’,RB,adverb,outside.,0.0,Neutral
gwá’,VB,verb,"to go or come outside, to appear, to make one’s appearance on stage.",0.0,Neutral
habagat,NN,noun,southwest monsoon,0.0,Neutral
habal,JJ,adjective,inflamed,-0.34,Negative
háblug,VB,verb,"to swing, to dangle, to rock to and fro.",0.0,Neutral
hábnus,VB,verb,"to snatch, to pull with force, to draw away suddenly.",0.0,Neutral
habok,VB,verb,"loosen , swell up",0.0,Neutral
habol,NN,noun,blanket,0.0,Neutral
habon,NN,noun,soap,0.0,Neutral
habón,NN,noun,washing soap.,0.0,Neutral
haboy,VB,verb,"fling , hurl",0.0,Neutral
hábug,VB,verb,"to swing, to rock back and forth.",0.0,Neutral
hábuk,VB,verb,"to inflate, to blow up, to swell.",0.0,Neutral
habul,NN,noun,"blanket , rug",0.0,Neutral
habúl,JJ,adjective,"of edged or pointed tools, dull, blunt.",-0.402,Negative
habúl,VB,verb,to weave.,0.0,Neutral
hábul,NN,noun,thick blanket.,0.0,Neutral
habúy,VB,verb,"to throw out, to cast, to shoot, to toss, to pitch.",-0.34,Negative
habyog,NN,noun,swing,0.0,Neutral
hábyug,VB,verb,"to swing, hurl, to rock, especially to a far distance.",0.0,Neutral
hadlok,NN,noun,"afraid , awe , dread",-0.459,Negative
hádluk,NN,noun,"fear, apprehension.",-0.743,Negative
hádluk,JJ,adjective,"fearful, diabolic, dreadful.",-0.727,Negative
hádluk,VB,verb,"to be afraid, to fear, to be apprehensive.",-0.494,Negative
hagad,VB,verb,"invite , persuade , request",0.153,Positive
hágad,VB,verb,"to persuade, to induce, to invite, to ask to come.",0.153,Positive
hágbas,VB,verb,"to cut, to mow down grass, to cut down grass or weeds with a sickle or a reaper.",-0.494,Negative
haǵdan,NN,noun,"stairs, ladder.",0.0,Neutral
hagdanan,NN,noun,stairs,0.0,Neutral
hagdanan,NN,noun,ladder,0.0,Neutral
hágis,VB,verb,"to trim, to cut off thorns.",-0.273,Negative
hagmak,VB,verb,fall down,0.0,Neutral
hágmak,VB,verb,to fall headlong.,0.0,Neutral
hagna,NN,noun,"motion , proposal",0.0,Neutral
hagna,VB,verb,to propose or intend,0.0,Neutral
haguk,VB,verb,to snore,0.0,Neutral
hagumhum,VB,verb,to hum or coo,0.0,Neutral
hagumhum,VB,verb,to rumble or boom,0.0,Neutral
hagung,VB,verb,"to hum , coo",0.0,Neutral
hagung,VB,verb,"to boom , rumble",0.0,Neutral
hagunghung,NN,noun,a rumbling sound,0.0,Neutral
hagunghung,NN,noun,a boom,0.0,Neutral
hagunghung,VB,verb,rumble,0.0,Neutral
hagunung,VB,verb,boom,0.0,Neutral
hagunung,VB,verb,rumble,0.0,Neutral
hagup,VB,verb,to be tame,0.0,Neutral
hagúp,JJ,adjective,"domesticated, meek, tame, docile.",0.0,Neutral
hagúp,VB,verb,"to be tame, to domesticate, to break in.",0.0,Neutral
