word,definition,language,link,source
damilí,"Quick, fast, indistinct (of speech); to speak fast and indistinctly, babble, gabble, jabber. Damilí ang íya nga hámbal or damilí siá sing hámbal. His speech is fast and indistinct. Nagadamilí siá kon maghámbal. He speaks indistinctly. Walâ akó makasáyod sang íya nga gindamilí. I could not understand his babble, jabbler. (see garót).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/damili/,PinoyDictionary-Hiligaynon
damílit,"Farewell, valediction, goodbye, leave-taking; to take one's departure, take one's leave, say adieu, bid goodbye. Nagdamílit (nagpanamílit) siá sa ákon. He took his leave of me, said goodbye to me. Nagpamanílà siá nga walâ gánì magdamílit sa ákon. He went to Manila without saying goodbye to me. (see paadiós, paálam).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/damilit/,PinoyDictionary-Hiligaynon
damílmil,"Crust, clot, daub, plaster of mud or dirt on clothes, etc.; to be or become encrusted; plastered, clotted, daubed, with mud or dirt. Ang buling mo sa líog nagadamílmil. The dirt on your neck is quite thick. (see ákmol, ápol).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/damilmil/,PinoyDictionary-Hiligaynon
damílot,See damílmil. Nagadamílot gid ang lúnang sa nawóng sang bátà. The mud on the child's face is quite thick. Indì ka magpadamílot sang ímo báyò. Don't let your jacket become covered with dirt.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/damilot/,PinoyDictionary-Hiligaynon
damiság,"A pile of grain, heap of rice, collection of cereals, rice or other cereals gathered in a heap; to collect grain in a heap, etc. Sín-o ang nagdamiság sang humáy? Who put (heaped) the rice together? Damisagá ang humáy, agúd índì maglápta. Gather the rice in a heap so that it may not be dispersed. Ang tambóbo amó ang ginadamisagán sang humáy. The rice-shed is the place in which rice is stored (in a heap). (see túmpok, túmpi, típon).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/damisag/,PinoyDictionary-Hiligaynon
damísol,A kind of small fish.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/damisol/,PinoyDictionary-Hiligaynon
damít,"Frequented, much resorted to, haunt of many, visited by many; to frequent, haunt, resort to, visit often. Dílì gid damít sang táo iníng lugár. This place is but seldom visited by human beings. Nagadamít siá sa ámon baláy. He is a frequent visitor at our house. He often calls on us. (see daní, gamít).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/damit/,PinoyDictionary-Hiligaynon
dámla,"To anoint-, oil-, sparingly, apply only a little oil, ointment, pomade, etc. Damlahá lang sing lána ang ímo bohók. Put on your hair just a little coconut oil. (see híso, háplas, bányos).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/damla/,PinoyDictionary-Hiligaynon
dámlag,"Perhaps, possibly, perchance. Buás dámlag. Possibly to-morrow. To-morrow perhaps. (see básì, áyhan, turán).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/damlag/,PinoyDictionary-Hiligaynon
dámlag,"The day after to-morrow, two days hence.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/damlag/,PinoyDictionary-Hiligaynon
dámlag,"To appear on the scene, visit, chance upon. Nakadámlag siá sa ámon kagáb-i. He came to us (for the first time) last night. (see daláng, típlang).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/damlag/,PinoyDictionary-Hiligaynon
dámlot,"To suck (one's finger, etc.). Indì ka magdámlot, kay maláw-ay. Don't suck your finger, it is unbecoming. Indì mo pagdamlotón ang ímo túdlò, kay mahígkò nga batásan inâ. Don't suck your finger, for it is a dirty habit. (see yúpyup, súyup, sópsop, lótgot).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/damlot/,PinoyDictionary-Hiligaynon
damô,"(B) To clean, wash, wipe (one's face). Damoí ang nawóng mo. Wash your face. Dinamoán mo na ang ímo písngi sang túbig? Have you wiped your cheeks? (see panghilám-os).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/damo/,PinoyDictionary-Hiligaynon
dámò,"(H) To be-, become-, many, augment in numbers, increase, multiply. Nagdámò ang mga táo, háyop, etc. The people, cattle, became numerous. Kon buót ka nga magdámò ang ímo mga ábyan, tabángan mo sing malolóy-on ang mga nalísdan. If you wish to have many friends, compassionately assist those that are in trouble. Damóa ang mga mamumugón, bató, kawáyan, etc. Increase the number or get a large number of workmen, stones, bamboos, etc. Nadamóan or nadám-an akó sing mga páhò sa karón nga túig. This year I had many mangoes.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/damo/,PinoyDictionary-Hiligaynon
damóg,"Wash, mash, swill, food for animals especially mixed food as given to pigs and dogs; to feed animals, particularly pigs and dogs. Idamóg na lang iníng kán-on nga pán-os sa idô. Just give this stale rice to the dog. Nagtámbok gid ang íya báboy, kay dinamogán níya sing madámù nga maís. His pig got very fat, for he gave it much corn. Padamogí ang idô. Get somebody to prepare the food for the dog. (see dalamugán-feeding-trough,-bowl)",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/damog/,PinoyDictionary-Hiligaynon
damókol,"A scuffle, tussle, broil, fray, shindy, confused fight or tumult; to scuffle, tussle, fight tumultuously or confusedly. Nagadamokoláy silá. They are having a free fight. Tambagí ang mga bátà nga nagadamokoláy. Separate the boys that are quarrelling, scuffling, mixing in a fight. (see pakigáway, nga, malapúyot).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/damokol/,PinoyDictionary-Hiligaynon
damókol,"To lie about in disorder, pell-mell, put in a disorderly way, disarray, jumble, litter, mess, huddle, muddle, higgledy-piggledy, topsy-turvy. Nagadamókol gid lang ang íya mga panápton. His clothes are lying about in great disorder. Husáya ang ímo panápton sa maléta, índì mo pagdamokólon. Arrange your clothes neatly in the handbag, don't throw them in anyhow, higgledy-piggledy. (see dúm-ok, hál-id, lághit, háb-on).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/damokol/,PinoyDictionary-Hiligaynon
dámol,"Thickness (of a board, sheet, etc.); to be or become thick. Nagdámol ang búnbun dirí, kay nagbahâ ang subâ kagáb-i. There is quite a thick layer of alluvial sand here, because the river was in flood last night. Utda ang tápì sa nadamólan. Cut the plank at its thickest part. Ginadamólan akó siníng hénero. This cloth is too thick for me or appears to me rather thick. (see madámol, kadámol, dákmol).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/damol/,PinoyDictionary-Hiligaynon
damót,"Any sort of vegetable. Bisán anó lang nga damót ginakáon níya. He eats any kind of vegetable. Anó nga damót ang ginatigána mo sa áton panihápon? What are you preparing for our supper in the way of vegetables? (see útan, ulutanón, láswa).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/damot/,PinoyDictionary-Hiligaynon
damót-dámot,"Dim. and Freq. of damót. Also: To collect, gather (vegetables, one's thoughts or ideas, etc.). (see panuláon).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/damot-damot/,PinoyDictionary-Hiligaynon
dámpal,"To beat, strike, slap, etc. See dapál, sámpal, sámpay.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/dampal/,PinoyDictionary-Hiligaynon
dámpi,"Near, hard by, close to, in the vicinity of; towards; in the direction of. (see dapít, dámpit, náyon, lapít).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/dampi/,PinoyDictionary-Hiligaynon
dámpig,"Help, aid, assistance, succour, support; to help, aid, succour, support, assist, side with, take sides with, take the part of, vote for, second, lend a hand, render assistance. Dampigí siá. Go to his-help,-assistance. Side with him. (see dápig, ámpin, ápin, búlig).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/dampig/,PinoyDictionary-Hiligaynon
dámpit,See dápit-to invite.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/dampit/,PinoyDictionary-Hiligaynon
dámpit,"Towards, in the direction of. See dapít, náyon, áyon, dámpi.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/dampit/,PinoyDictionary-Hiligaynon
dámpon,"To join, associate with, etc. See dápon.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/dampon/,PinoyDictionary-Hiligaynon
dámpug,"A dark cloud, shadow; phantom, anything the presence of which intimidates or inspires fear; to pursue, follow or be present at (ready to take sides or interfere), dispirit, discourage, daunt, check. Walâ silá makamáy-om nga sa malayô nagapaháyag na ang maitúm nga dámpug sang kalisúd. They could not guess that in the distance a dark cloud of impending trouble was appearing. Nagdámpug siá sa íla nga pagsúay, pakigáway, etc. He was present (and acted as a check) on their quarrelling, fighting, etc. Dampugí silá. Go after them. Pursue them. Be present at their meeting (in order to daunt them, interfere if necessary, etc.). (see gál-um, pangánod, túgpa, támbong, lagás, páhug).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/dampug/,PinoyDictionary-Hiligaynon
dámpug,"Of extraordinary size or strength, terrific, enormous, gigantic, huge. May napúlò pa lang kag tátlo siá ka túig, ápang daw dámpug na. He is only thirteen years old, but looks like a giant.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/dampug/,PinoyDictionary-Hiligaynon
dampúgan,"Overshadowing, lowering, threatening, terrible, fearful, awful, terrific, gigantic; of evil omen or impending misfortune. (see dámpug, makahahádluk, makakulúgmat, makalilísang).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/dampugan/,PinoyDictionary-Hiligaynon
dampúrat,"Foolish talk, nonsense; to utter nonsense, talk like a fool, drivel, prate, prattle. Indì ka magdampúrat. Don't talk nonsense. Anó na man ang íya gindampúrat? What bosh or trash did he utter this time? (see lásang, búrà, lamádà, etc.).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/dampurat/,PinoyDictionary-Hiligaynon
"dámù, damû, damúg, damúkol","(H) etc. See dámò, damô, damóg, damókol, etc.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/damu-damu-damug-damukol/,PinoyDictionary-Hiligaynon
damulága,Any female animal nearing the age of bearing. (see dumalága).,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/damulaga/,PinoyDictionary-Hiligaynon
damúli,"To soil, dirty, mess, muss, besoiled, dirtied, messed, mussed, stained. Nagadamúli gid ang íya mga panápton. His clothes are very dirty. (see búlit, damúlit, hígkò, dágtà, músing, táp-ing, etc.).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/damuli/,PinoyDictionary-Hiligaynon
damúlit,"(H) To stain, soil, etc. See damúli, búlit, etc. Nadamulítan akó sang lúnang. I was covered with mud.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/damulit/,PinoyDictionary-Hiligaynon
dan,"An exclamation of frequent use equivalent to: Yes, that is it. Here you are. Now you have got it-or-have understood it. So it is. So far so good. Now you see the point. Did'nt I tell you. (see tê, tî, nâ).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/dan/,PinoyDictionary-Hiligaynon
dán-ok,"To shove, push, thrust, throw. Idán-ok siá sa kalóg. Push him into the ditch. (see balún-ok, tulúd, tíklod, dís-og).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/dan-ok/,PinoyDictionary-Hiligaynon
"dánag, dán-ag","To be light or clear, to shine, etc. See sánag.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/danag-dan-ag/,PinoyDictionary-Hiligaynon
dánas,"To drag, draggle, pull, haul. (see gánoy, gúyud, bútong).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/danas/,PinoyDictionary-Hiligaynon
danáw,"Pool, puddle, piece of swampy soil, small collection of water in a hole or depression as seen after a heavy shower of rain; to form puddles or pools. Nagadanáw ang túbig sa dálan or ang dálan ginadanawán sang túbig or may mga danáw sa dálan. The water is making puddles on the road.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/danaw/,PinoyDictionary-Hiligaynon
dándan,"To weave plain cloth without cross-stripes and consequently without the necessity of changing the colour of thread in the shuttle; the method of weaving without cross-stripes. Ang paghabúl níya sang patádyong dándan gid lámang. Her weaving of the skirt is (was) done without cross-stripes i.e. just straight on, quickly. Dandaná lang ang paghabúl, agúd madásig. Simply weave the cloth straight on without cross-stripes, so that it may soon be finished. (see dalándan-to fly down-stairs).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/dandan/,PinoyDictionary-Hiligaynon
dáng-dang,"Bright, conspicuous, visible from a far distance, gaudy, garish, showy, flaunting, glaring, flaring, vivid; to be bright, etc. Nagadángdang ang íya báyò, ang mga búlak siníng káhoy, ang duág sang íya baláy etc. His jacket is of a bright colour, the flowers of this tree are very showy, the colour of his house is visible from a great distance, etc. (see dagáang, dagángdang, dánggà).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/dang-dang/,PinoyDictionary-Hiligaynon
dangál,"Dull, blunt (of edged tools). (see hábul, mahábul, umál).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/dangal/,PinoyDictionary-Hiligaynon
dangál,"Fool, ass, simpleton, ninny, booby, zany, goose, gaby, nincompoop, looby. (see tampuháw, kalúndong, kólò, kóloy, kolôkolô, úmang, búang, lóko, tónto). Dangál siá. He is a fool. Dinangál gid lang ang íya nga sinúgid. What he said was bosh, he talked nonsense.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/dangal/,PinoyDictionary-Hiligaynon
dángas,"To strike, blow-, beat-, upon with full force (said of wind, etc.). (see ábong, dánggas, dángkal, yásyas, dásdas).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/dangas/,PinoyDictionary-Hiligaynon
dángat,"To reach, obtain, acquire, get at, receive, take hold of, win, procure, secure, gain. Makadángat ka balá sinâ or madangátan mo balá inâ? Do you think you can obtain-, secure-, that? Amó na inâ ang makaloló-oy nga kahimtángan nga dinangátan níya. That is the pitiable plight he is reduced to. Idángat mo akó siní. Kindly obtain this favour for me. Walâ sía makadángat sang íya katuyoán. His plan did not succeed. Buháta iní túbtub sa ímo madangátan. Do this according to the best of your abilities. Do it as well as you can. (see lámbut, dáb-ot, ámbit).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/dangat/,PinoyDictionary-Hiligaynon
dángaw,The span of the hand between the tip of the thumb and the tip of the middle-finger. (see balángit-the span between the tip of the thumb and the tip of the fore-finger).,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/dangaw/,PinoyDictionary-Hiligaynon
dangáw,"To swim; ford a deep river, etc., using one's arms and hands somewhat like an oar in alternate strokes on the left and right.",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/dangaw/,PinoyDictionary-Hiligaynon
dangáw-dángaw,Dim. of dángaw. Also: A kind of insect that is not poisonous; a wasp-like insect.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/dangaw-dangaw/,PinoyDictionary-Hiligaynon
dánggà,See dángdang.,Hiligaynon,https://hiligaynon.pinoydictionary.com/word/dangga/,PinoyDictionary-Hiligaynon
dánggas,"To blow or beat upon with full force, drive against without obstruction, said of wind. Ang hángin nagadánggas sang baláy. The wind strikes the house with full force. Ang ámon kamálig sa umá ginadanggasán sang hángin. Our field-hut is being buffeted by the wind. (see ábong).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/danggas/,PinoyDictionary-Hiligaynon
danggásan,"Open to the wind, unsheltered, having no screen or wind-break, exposed to the wind. Ang ámon baláy danggásan. Our house is exposed to the wind. (see dángkal).",Hiligaynon,https://hiligaynon.pinoydictionary.com/word/danggasan/,PinoyDictionary-Hiligaynon
