word,POS symbol,POS word,meaning,sentiment score,sentiment
dalágan,VB,verb,"to run, to dash, to dart, to scamper.",0.0,Neutral
dalagita,NN,noun,young lady,0.0,Neutral
dalagíta,NN,noun,young girl between the age of ten years old to about fifteen years old.,0.0,Neutral
dalagku,JJ,adjective,"big, large",0.0,Neutral
dalakpon,NN,noun,"malefactor, outlaw",0.0,Neutral
dalamgohanon,NN,noun,"dream, reverie",0.25,Positive
dalamhak,JJ,adjective,wayward,0.0,Neutral
dalámhak,JJ,adjective,"wayward, disobedient, untoward.",0.0,Neutral
dalan,NN,noun,road; path,0.0,Neutral
dálan,NN,noun,"street, road, path, cleared path.",0.103,Positive
dalanawan,NN,noun,swamp,0.0,Neutral
dalándan,VB,verb,"to descend quickly, to hurry down the stairs, to slide down the bannister.",0.0,Neutral
dalándan,DT,deictic,,0.0,Neutral
dalang-dalang,JJ,adjective,astray,0.0,Neutral
dalang-dalang,VB,verb,astray,0.0,Neutral
dálangdálang,VB,verb,"to lose oneself, to lose one’s way.",-0.66,Negative
dalasaon,NN,noun,"assail, crash",-0.402,Negative
dalaw,NN,noun,"visit, visitation
synonyms: pagbisita, rukat, pagsungko, sunglog",0.0,Neutral
dalaw,VB,verb,"visit, visitation
synonyms: pagbisita, rukat, pagsungko, sunglog",0.0,Neutral
daláwat,VB,verb,"to buy cereal, especially rice or corn.",0.0,Neutral
dalayap,NN,noun,key lime,0.0,Neutral
dalayawon,JJ,adjective,"great, praiseworthy, laudable",0.827,Positive
daldal,VB,verb,"loquacity, talkativeness
synonym: tabil",0.0,Neutral
dáldal,VB,verb,"to backbite, to spread false malicious talk, to talk against.",0.0,Neutral
dalhon,VB,verb,to bring; to carry,0.0,Neutral
dali,JJ,adjective,"a timber tree (genus myristica) of guiana, whose wood is used for staves etc.",0.0,Neutral
dalimuos,NN,noun,(of wind)gust,0.0,Neutral
dalin-as,VB,verb,"skid, slip, slide
synonym: dakin-as",0.0,Neutral
dalisay,JJ,adjective,pure,0.0,Neutral
dalísay,JJ,adjective,"pure, immaculate, untainted.",0.0,Neutral
dalitan,JJ,adjective,"poisonous, venomous",-0.572,Negative
dalí’,RB,adverb,"immediately, hurriedly, quickly.",0.0,Neutral
dalí’,JJ,adjective,"quick, immediate.",0.0,Neutral
dalí’,VB,verb,"to be quick, to hurry, to hasten.",0.0,Neutral
dalo,NN,noun,"greedy, selfish
synonyms: hakog, hangol",-0.66,Negative
dalok,JJ,adjective,"greedy, gluttonous",-0.318,Negative
dalok,NN,noun,"greedy, gluttonous",-0.318,Negative
dalok,VB,verb,"greedy, gluttonous",-0.318,Negative
dalúdo,VB,verb,"to swell, to rise, to become flooded.",0.0,Neutral
dalúk,JJ,adjective,"selfish, greedy, glutton.",-0.66,Negative
dalum,JJ,adjective,(of depth) deep,0.0,Neutral
dalum,VB,verb,(of depth) deep,0.0,Neutral
dálum,JJ,adjective,deep.,0.0,Neutral
dálum,VB,verb,"to deepen, to become deep.",0.0,Neutral
dalúndun,VB,verb,"to carry, to push along, to use water or slimy substance to push an object or food down the throat.",0.0,Neutral
dalunggan,NN,noun,(anatomy) ear,0.0,Neutral
dalú’,VB,verb,"to caress, to fondle.",0.0,Neutral
damak,JJ,adjective,"dirty, slovenly, untidy",-0.44,Negative
daman,VB,verb,the rock hyrax.,0.0,Neutral
damán,NN,noun,nightmare.,0.0,Neutral
damán,VB,verb,to have a nightmare.,0.0,Neutral
damang,NN,noun,"spider
synonyms: kaka, tambayawan",0.0,Neutral
damáng,NN,noun,spider.,0.0,Neutral
damgo,NN,noun,a dream; imaginary events seen in the mind while sleeping,0.25,Positive
damgohon,VB,verb,to dream,0.25,Positive
dámgu,NN,noun,dream.,0.25,Positive
dámgu,VB,verb,"to dream, to have a dream.",0.459,Positive
dámhag,VB,verb,"to fall headlong, to fall on one’s face.",0.0,Neutral
damo,VB,verb,"(chess, card games) queen
1908, henri vallienne, ĉu li?, ch. 3:la junulo miksis la kartojn kaj prenis unu el ili. ĝi estis la kera damo.the youth shuffled the cards and drew one of them. it was the queen of hearts.
1910, e. l. kearney (translator), la aventuroj de alicio en mirlando, translation of alice's adventures in wonderland by carroll, lewis, ch. 11:la kera damo bakis tortojn / en iu somertago!the queen of hearts, she made some tarts, / all on a summer day.",0.906,Positive
damol,NN,noun,"(metrology) symbol for decamole, an si unit of amount of substance equal to 101 moles.",0.0,Neutral
damot,NN,noun,(anatomy) hand; arm,0.494,Positive
dampig,VB,verb,"aid, help, support",0.66,Positive
dámpig,VB,verb,"to help, to aid, to side with.",0.402,Positive
damúg,NN,noun,"of pigs, food.",0.0,Neutral
damuhál,JJ,adjective,"rude, unrefined in social manners.",-0.459,Negative
dámul,JJ,adjective,"thick, dense, bulky.",0.0,Neutral
dámu’,JJ,adjective,"many, plenty.",0.0,Neutral
dámu’,VB,verb,"to be many, to augment in number, to increase.",0.382,Positive
danaw,NN,noun,lake,0.0,Neutral
dangat,VB,verb,"(naga) love; affection; endearment
synonyms: daba, muot, mahal",0.823,Positive
dángat,VB,verb,"to reach, to acquire, to get at, to secure, to take hold of.",0.361,Positive
dángat,DT,deictic,,0.0,Neutral
dangaw,NN,noun,"a handspan (the distance measured by a human hand, from the tip of the thumb to the tip of the little finger)",0.494,Positive
dangaw,VB,verb,"a handspan (the distance measured by a human hand, from the tip of the thumb to the tip of the little finger)",0.494,Positive
danggot,VB,verb,wean,0.0,Neutral
dangog,NN,noun,"hearing, listening (sensation)
synonym: himati",0.0,Neutral
dangúp,VB,verb,"to take refuge, to cover, to shelter, to appeal.",0.0,Neutral
danlug,NN,noun,slipperiness or greasiness,0.0,Neutral
dánlug,VB,verb,"to slide, to slip.",0.0,Neutral
dapa-dapa,NN,noun,sole,0.0,Neutral
dapádapá,NN,noun,sole of the feet.,0.0,Neutral
dapat,NN,noun,"necessary
synonym: kaipohan",0.0,Neutral
dápat,VB,verb,"to be necessary, to be fit, to apply, to use.",0.361,Positive
dapaw,NN,noun,the itchiness or skin irritation resulting from playing or walking in grass,-0.361,Negative
dápaw,NN,noun,chicken flea.,0.0,Neutral
dapay,NN,noun,"hawk, bird of prey",0.0,Neutral
dapáy,NN,noun,hawk.,0.0,Neutral
dapig,NN,noun,"companion, partner",0.0,Neutral
dapig,VB,verb,"companion, partner",0.0,Neutral
dapit,JJ,adjective,"regarding; about
synonym: manunungod",0.0,Neutral
dapit,VB,verb,"regarding; about
synonym: manunungod",0.0,Neutral
dapít,JJ,adjective,near.,0.0,Neutral
daplos,VB,verb,"(legazpi, sorsogon) sweat, perspiration
synonyms: ganot, hinang",0.0,Neutral
dáplus,VB,verb,"to slide off, to stray.",0.0,Neutral
dapúg,NN,noun,"stove, fireplace, fire pit.",-0.34,Negative
dápu’,VB,verb,"to alight, to attack, to gather around as of birds.",-0.477,Negative
dápyus,VB,verb,"to slide, to stray.",0.0,Neutral
dáp’ung,NN,noun,bonfire.,0.0,Neutral
dáp’ung,VB,verb,"to build a bonfire, to put on fire.",-0.34,Negative
daroos,NN,noun,a severe cough,-0.382,Negative
daroos,VB,verb,a severe cough,-0.382,Negative
dasig,JJ,adjective,"(austria, switzerland, possibly dated) confused, intimidated
(the addition of quotations indicative of this usage is being sought:)",-0.637,Negative
dásig,RB,adverb,"quickly, faster.",0.0,Neutral
dásig,JJ,adjective,"fast, quick.",0.0,Neutral
dásig,VB,verb,"to do something with speed and promptness, to hasten.",0.0,Neutral
daskon,VB,verb,cram,0.0,Neutral
dasúk,VB,verb,"to fill, to crowd.",0.0,Neutral
dasún,RB,adverb,next.,0.0,Neutral
dasún,JJ,adjective,"later, next, to come after.",0.0,Neutral
dasú’dasú’,JJ,adjective,"impulsive, temperamental, risky.",-0.202,Negative
dasú’dasú’,VB,verb,"to risk, to rush into without thought of consequences.",-0.273,Negative
dás’il,VB,verb,"to injure, to lacerate, to throw against.",0.0,Neutral
datilis,NN,noun,the calabur tree (muntingia calabura),0.0,Neutral
daug,VB,verb,romanization of 𐌳𐌰𐌿𐌲,0.0,Neutral
daut,VB,verb,nonstandard spelling of daot,0.0,Neutral
dawat,VB,verb,to receive,0.0,Neutral
dawdaw,VB,verb,"turn, spin",0.0,Neutral
dawdawan,NN,noun,"machine, mill",0.0,Neutral
dawhat,VB,verb,receive,0.0,Neutral
daya,NN,noun,(anatomy) blood,0.0,Neutral
daya,PRP,pronoun,(anatomy) blood,0.0,Neutral
dayan,NN,noun,"a rabbinic judge
1996, macy nulman, the encyclopedia of jewish prayer, page 375:a medieval hymn composed by the dayyan (""judge"") daniel b. yehudah of fourteenth-century rome, recited in the daily morning preliminary service, and by some, at the close of the arvit and musaf services on shabbat and festivals.
2024, david golinkin, “does jewish law require yeshivah students to be drafted at age 18?”, in responsa in a moment, volume 4, page 66:there is a famous story about rabbi yisrael salanter who ate on the bimah in vilna at the end of the yom kippur morning service in 1848 during a cholera epidemic, together with two other dayyanim, to persuade the congregation to eat during the epidemic.",0.361,Positive
dayán,VB,verb,"to walk or stroll about, to promenade.",0.0,Neutral
dayán,DT,deictic,,0.0,Neutral
dayáw,JJ,adjective,"capricious, vain.",-0.421,Negative
dáyaw,VB,verb,"to praise, to commend, to appreciate, to extol.",0.848,Positive
dáya’,NN,noun,"deceit, trick, dishonesty.",-0.494,Negative
dáya’,JJ,adjective,"cheat, dishonest.",-0.772,Negative
dáya’,VB,verb,"to trick, to cheat, to deceive.",-0.71,Negative
dayok,NN,noun,a fermented filipino condiment made from fish entrails (usually from yellowfin tuna) and salt.,0.0,Neutral
dáyun,VB,verb,"to continue, to come in, to spend some time on.",0.0,Neutral
dá’an,JJ,adjective,"old, used, worn out.",-0.296,Negative
dá’an,RP,particle,"beforehand, first of all, right away.",0.0,Neutral
da’ígun,NN,noun,christmas carol.,0.0,Neutral
da’ígun,VB,verb,to sing christmas carols.,0.0,Neutral
da’úg,NN,noun,"gain, winnings.",0.784,Positive
da’úg,VB,verb,"to win, to be superior, to overcome, to overthrow.",0.807,Positive
dá’ut,VB,verb,"to injure, to hurt, to harm, to damage.",-0.878,Negative
de,RP,particle,"of, with.",0.0,Neutral
debosyon,NN,noun,devotion or piety,0.459,Positive
debóto,JJ,adjective,"devout, fervent.",0.273,Positive
debúhu,NN,noun,"design, embroidery.",0.0,Neutral
dedal,NN,noun,(us) alternative spelling of daedal.,0.0,Neutral
dekolór,JJ,adjective,"multi-colored, colored.",0.0,Neutral
dekorá,VB,verb,"to decorate, to put on ornaments.",0.0,Neutral
delana,JJ,adjective,woolen,0.0,Neutral
delargo,NN,noun,"pants, trousers",0.0,Neutral
delárgo,NN,noun,long pants for men.,0.0,Neutral
demokrásya,NN,noun,democracy.,0.0,Neutral
demónyo,NN,noun,"devil, satan.",-0.66,Negative
dentísta,NN,noun,dentist.,0.0,Neutral
depekto,NN,noun,"defect, flaw",-0.34,Negative
desgrásya,NN,noun,"disaster, accident, disgrace.",-0.886,Negative
desgrásya,VB,verb,"to have an accident, to have an unfortunate experience.",-0.727,Negative
desisyón,NN,noun,decision.,0.0,Neutral
desisyón,VB,verb,"to make a decision, to decide.",0.0,Neutral
deskarga,VB,verb,unloading,0.0,Neutral
destíno,NN,noun,"destination, assignment for place of work.",0.0,Neutral
desyémbre,NN,noun,december.,0.0,Neutral
de’ílo,NN,noun,"linen cloth, white linen pair of pants.",0.0,Neutral
dí,DT,deictic,short form of dirí.,0.0,Neutral
dibuho,NN,noun,"design, draft",0.0,Neutral
didál,NN,noun,thimble.,0.0,Neutral
dídtu,DT,deictic,over there.,0.0,Neutral
digamohan,NN,noun,"fireplace, hearth, kitchen",0.0,Neutral
diin,JJ,adjective,"your (singular)
1903, robert walser, der teich:aber chani de wüsse, was i dim härz isch?but can i really know what's in your heart?",0.677,Positive
diksyonáryo,NN,noun,dictionary.,0.0,Neutral
dikta,VB,verb,dictate,0.0,Neutral
díkta,VB,verb,"to dictate, nagdíkta ang ma’éstra sa kláse.",0.0,Neutral
dilántu,VB,verb,"to expand in business, to improve in the family standard of living, to progress.",0.791,Positive
dílap,VB,verb,"to lick, to lap, to drawl the tongue like a dog.",0.361,Positive
díla’,NN,noun,tongue.,0.0,Neutral
díli’,VB,verb,"to forbid, to prohibit.",-0.318,Negative
díli’,DT,deictic,,0.0,Neutral
dimaisip,JJ,adjective,"countless, innumerable",0.0,Neutral
dimalas,JJ,adjective,unlucky; unfortunate,-0.459,Negative
dimasaysay,JJ,adjective,"inexplicable, mysterious",0.0,Neutral
dimát,VB,verb,"to attract, to draw attention to, to allure.",0.361,Positive
dimatarung,JJ,adjective,dishonest,-0.572,Negative
dimatungkad,JJ,adjective,"bottomless, inscrutable, unfathomable",0.0,Neutral
dinalan,NN,noun,"sentence, word. verse",0.077,Positive
dinamita,NN,noun,dynamite (class of explosives),0.178,Positive
díngding,NN,noun,wall of a building.,0.0,Neutral
dingot,JJ,adjective,nominative plural of dingo,0.0,Neutral
dingot,VB,verb,nominative plural of dingo,0.0,Neutral
dingút,JJ,adjective,"stingy, miserly, selfish.",-0.796,Negative
dinuagan,NN,noun,"painting, picture",0.0,Neutral
dioktok,NN,noun,seashells,0.0,Neutral
diosnon,JJ,adjective,devout,0.0,Neutral
diosnon,JJ,adjective,"divine, godly, godlike, pious",0.557,Positive
dipaha,JJ,adjective,made of straw,0.0,Neutral
dipaha,NN,noun,made of straw,0.0,Neutral
diperensya,NN,noun,difference,0.0,Neutral
dira,JJ,adjective,"the arabian cubit, whose value varied by place, time, and item from about 25–75 cm (10 in–2 ft 5½ in).
1888, w.m.f. petrie, encyclopaedia britannica, 9th ed., vol. xxiv, ""weights and measures"", p. 490:
13·3—this measure does not seem to belong to very early times, and it may probably have originated in asia minor... and it may well be the origin of the dirá‘ stambuli of 26·6, twice 13·3.",0.542,Positive
dirá’,DT,deictic,"there (near the listener, but far from the speaker).",0.0,Neutral
direktór,NN,noun,director.,0.0,Neutral
diri,DT,deictic,here.,0.0,Neutral
diruskas,NN,noun,screw,-0.103,Negative
dis-og,VB,verb,"jostle, push",0.0,Neutral
disgrasya,NN,noun,"accident, mishap",-0.477,Negative
disgústo,VB,verb,"to be disgusted, to have a misunderstanding, to bear ill-feelings.",-0.735,Negative
disimulár,VB,verb,"to overlook, to let pass, to make unnoticeable, to cover up.",0.0,Neutral
disiplína,NN,noun,discipline.,0.0,Neutral
diskurso,NN,noun,speech,0.0,Neutral
diskúrso,NN,noun,"speech, talk.",0.0,Neutral
diskúrso,VB,verb,"to give a speech, to talk formally.",0.0,Neutral
diskusyon,NN,noun,"debate, discussion",0.0,Neutral
disprás,NN,noun,masquerade.,0.0,Neutral
distansya,NN,noun,"distance, remoteness",0.0,Neutral
distrito,NN,noun,a congressional district,0.0,Neutral
dís’ug,VB,verb,"to push, to jostle, to shove.",0.0,Neutral
ditil,NN,noun,clitoris,0.0,Neutral
diwal,NN,noun,"sticking the tongue out
synonym: walwal",0.0,Neutral
diwál,JJ,adjective,lapping tongue.,0.0,Neutral
diwál,VB,verb,"to let the tongue hang out like a dog, to stick the tongue out.",0.361,Positive
diwata,NN,noun,"(mythology, folklore) in filipino folklore, a fairy, spirit, usually a lesser god or goddess, believed to guard natural features such as forests.",0.649,Positive
diwáta’,NN,noun,"idol, fairy.",0.0,Neutral
díyas,NN,noun,birthday.,0.0,Neutral
diyotay,JJ,adjective,"little, small
synonym: gamay",0.0,Neutral
diyutay,JJ,adjective,"deprecated, pre-2014 spelling of diyotay.",0.0,Neutral
di’ín,RB,adverb,where.,0.0,Neutral
doble,NN,noun,first/third-person singular present subjunctive of doblar,0.0,Neutral
dóble,JJ,adjective,"double, twin.",0.0,Neutral
dódong,NN,noun,young boy from about age one to fifteen.,0.0,Neutral
dogsing,VB,verb,"to nudge or stroke, often flirtatiously",-0.026,Neutral
dogwak,NN,noun,"(animals): crane, heron",0.026,Neutral
dohol,VB,verb,"a type of percussion instrument used in iran, afghanistan and kurdistan.",0.0,Neutral
doktór,NN,noun,doctor.,0.0,Neutral
dokumento,NN,noun,document,0.0,Neutral
domínggo,NN,noun,sunday.,0.0,Neutral
dool,NN,noun,"inflection of dolen:
first-person singular present indicative
(in case of inversion) second-person singular present indicative
imperative",0.0,Neutral
dool,VB,verb,"inflection of dolen:
first-person singular present indicative
(in case of inversion) second-person singular present indicative
imperative",0.0,Neutral
dorado,JJ,adjective,"a mahi-mahi or dolphinfish (coryphaena hippurus), fish with a dorsal fin that runs the length of the body, also known for iridescent coloration.",0.0,Neutral
dorado,NN,noun,"a mahi-mahi or dolphinfish (coryphaena hippurus), fish with a dorsal fin that runs the length of the body, also known for iridescent coloration.",0.0,Neutral
dormitóryo,NN,noun,dormitory.,0.0,Neutral
dós,CD,numeral,two.,0.0,Neutral
dóse,CD,numeral,twelve.,0.0,Neutral
dosena,NN,noun,"dozen
year unknown, cecile motus, hiligaynon lessons, рипол классик (→isbn), page 214
nagapatindug sang taytay ang manga tawu sang kinahanglan sang enhenyero  kwarenta y singko ka bilug nga kahuy para sa ang dosena sang bulak tag po.60.  presyong pl.15 ang duha ka dosena. imelda sang apat ka dosena. mabakal ...",0.0,Neutral
doséna,NN,noun,dozen.,0.0,Neutral
dosis,NN,noun,dose,0.0,Neutral
dotol,NN,noun,(animals): tick,0.0,Neutral
dotol-dotol,NN,noun,diminutive of dotól: anything resembling a tick,0.0,Neutral
duag,NN,noun,stave,0.0,Neutral
duag,VB,verb,stave,0.0,Neutral
duaw,NN,noun,"to visit
synonym: bisita",0.0,Neutral
dúda,NN,noun,"doubt, suspicion.",-0.625,Negative
dúda,DT,deictic,,0.0,Neutral
dúda,VB,verb,"to doubt, to distrust, to suspect.",-0.758,Negative
dugang,NN,noun,"(formal) addition; act of adding something
synonym: dagdag",0.0,Neutral
dugang,VB,verb,"(formal) addition; act of adding something
synonym: dagdag",0.0,Neutral
dúgang,NN,noun,addition.,0.0,Neutral
dúgang,VB,verb,"to increase, to add, to augment.",0.318,Positive
dúgay,RB,adverb,"of time, long.",0.0,Neutral
dúgay,VB,verb,"to tarry, to take a long time.",0.0,Neutral
dugáydugáy,RB,adverb,"in a little while, frequently.",0.0,Neutral
dúga’,NN,noun,"sap, juice.",0.0,Neutral
dughan,NN,noun,(anatomy) the chest; the breast; the thorax; the bosom,0.0,Neutral
dúghan,NN,noun,"bosom, chest.",0.0,Neutral
dúgkal,VB,verb,"to thrust, to stick, to stab.",-0.586,Negative
dugmok,VB,verb,"to break by applying pressure or weight, to crush",-0.421,Negative
dúgmuk,VB,verb,"to crush, to break by pressure.",-0.421,Negative
dugo,NN,noun,blood,0.0,Neutral
dugoon,JJ,adjective,"bloody, gory",-0.44,Negative
dugos,NN,noun,"honeycomb
synonym: anira",0.0,Neutral
dúguk,VB,verb,"to join, to take part in.",0.296,Positive
dugus,JJ,adjective,the best part of a thing,0.637,Positive
dugus,NN,noun,the best part of a thing,0.637,Positive
dugus,VB,verb,the best part of a thing,0.637,Positive
dugús,NN,noun,honey.,0.0,Neutral
dugú’,NN,noun,blood.,0.0,Neutral
dugú’,VB,verb,to bleed.,0.0,Neutral
dugwak,NN,noun,the purple heron (ardea purpurea),0.026,Neutral
dúgwak,NN,noun,swan.,0.0,Neutral
duha,NN,noun,"two
synonym: dos",0.0,Neutral
duha,VB,verb,"two
synonym: dos",0.0,Neutral
duhá,CD,numeral,two.,0.0,Neutral
duha-duha,NN,noun,by pairs; two by two; two at a time,0.0,Neutral
duha-duha,VB,verb,by pairs; two by two; two at a time,0.0,Neutral
dúhadúha,VB,verb,"to doubt, to hesitate, to waver.",-0.557,Negative
dúhul,VB,verb,"to give personally, to hand.",0.494,Positive
duká’,VB,verb,to nod with drowsiness.,0.0,Neutral
dúkduk,VB,verb,"to pound, to grind.",0.0,Neutral
duko,NN,noun,"stoop, act of bending over",0.0,Neutral
duko,VB,verb,"stoop, act of bending over",0.0,Neutral
dukuménto,NN,noun,document.,0.0,Neutral
dukút,VB,verb,"to stick to, to paste on.",0.0,Neutral
dukú’,VB,verb,"to bow, to stoop down.",0.0,Neutral
dul-ay,NN,noun,a lump of earth or dirt,-0.34,Negative
dula,VB,verb,game,0.0,Neutral
dulang,NN,noun,"wood-carved basin; washbowl
synonym: batya",0.0,Neutral
dúlang,NN,noun,"mine, mineral mine.",0.0,Neutral
dulangan,NN,noun,mine,0.0,Neutral
dulat,NN,noun,"awl, brad",0.0,Neutral
dúla’,VB,verb,"to lose, to miss, to mislay.",-0.511,Negative
