Word,Part of speech,affixation,meaning,example,English example,source
bukadkad,verb,,to bloom,,,https://en.wiktionary.org/wiki/bukadkad
buksan,verb,,open,,,https://en.wiktionary.org/wiki/buksan
bulag,verb,,to separate; to cause (things or people) to be separate,,,https://en.wiktionary.org/wiki/bulag
bulak,verb,,An Indian nose ring usually worn by married women.,,,https://en.wiktionary.org/wiki/bulak
bulakbol,verb,,"truancy
Synonyms: lakuwatsa, luok",,,https://en.wiktionary.org/wiki/bulakbol
bulang,verb,,"cockfight
Synonyms: topada, sabong",,,https://en.wiktionary.org/wiki/bulang
buli,verb,,(botany) fluttering elm (Ulmus laevis),,,https://en.wiktionary.org/wiki/buli
buligan,verb,,third-person plural present indicative of buligar,,,https://en.wiktionary.org/wiki/buligan
buling,verb,,"dirt, soot, stain",,,https://en.wiktionary.org/wiki/buling
bulung,verb,,"drug, medicine",,,https://en.wiktionary.org/wiki/bulung
bulus,verb,,the beginning of a flood in a flooded river,,,https://en.wiktionary.org/wiki/bulus
bunit,verb,,"(fishing): angle, hook",,,https://en.wiktionary.org/wiki/bunit
buntug,verb,,stye,,,https://en.wiktionary.org/wiki/buntug
bunggo,verb,,alternative form of bangga,,,https://en.wiktionary.org/wiki/bunggo
burnil,verb,,to polish; to shine,,,https://en.wiktionary.org/wiki/burnil
buta,verb,,Alternative form of boteh.,,,https://en.wiktionary.org/wiki/buta
butho,verb,,to arrive suddenly and unannounced; to plump in,,,https://en.wiktionary.org/wiki/butho
buti,verb,,"barrel, cask",,,https://en.wiktionary.org/wiki/buti
butok,verb,,to make or force an animal to lie down on its side,,,https://en.wiktionary.org/wiki/butok
butok-butok,verb,,diligent,,,https://en.wiktionary.org/wiki/butok-butok
buung,verb,,"broken, smashed",,,https://en.wiktionary.org/wiki/buung
buy-an,verb,,"escape, to let to get away",,,https://en.wiktionary.org/wiki/buy-an
buyagyag,verb,,"betray, expose, make public, tell",,,https://en.wiktionary.org/wiki/buyagyag
buyayaw,verb,,to curse; to swear,,,https://en.wiktionary.org/wiki/buyayaw
buylog,verb,,accompany,,,https://en.wiktionary.org/wiki/buylog
buyot,verb,,a woven bag,,,https://en.wiktionary.org/wiki/buyot
dab-ot,verb,,to reach out,,,https://en.wiktionary.org/wiki/dab-ot
dabadaba,verb,,kindling,,,https://en.wiktionary.org/wiki/dabadaba
dabdab,verb,,"kindle, light",,,https://en.wiktionary.org/wiki/dabdab
dag-on,verb,,year,,,https://en.wiktionary.org/wiki/dag-on
dagas,verb,,"lunge
Synonym: dagsang",,,https://en.wiktionary.org/wiki/dagas
dagat,verb,,sea,,,https://en.wiktionary.org/wiki/dagat
dagsang,verb,,"lunge
Synonym: dagas",,,https://en.wiktionary.org/wiki/dagsang
dagumak,verb,,to wear out from frequent use,,,https://en.wiktionary.org/wiki/dagumak
dagyang,verb,,"enjoy oneself, frolic",,,https://en.wiktionary.org/wiki/dagyang
dahog,verb,,"shoot, tendril",,,https://en.wiktionary.org/wiki/dahog
dakup,verb,,"to catch, to apprehend, to arrest, to capture",,,https://en.wiktionary.org/wiki/dakup
dala,verb,,"(historical) The currency of Hawaii between 1847 and 1898, equal to the United States dollar.
2018, Todd A. Watkins, Introduction to Microfinance:My mother kept a dollar bill in Hawaiian currency—a dala—given to her as a souvenir of her brother's service in the army.",,,https://en.wiktionary.org/wiki/dala
dalang-dalang,verb,,astray,,,https://en.wiktionary.org/wiki/dalang-dalang
dalaw,verb,,"visit, visitation
Synonyms: pagbisita, rukat, pagsungko, sunglog",,,https://en.wiktionary.org/wiki/dalaw
daldal,verb,,"loquacity, talkativeness
Synonym: tabil",,,https://en.wiktionary.org/wiki/daldal
dalhon,verb,,to bring; to carry,,,https://en.wiktionary.org/wiki/dalhon
dalin-as,verb,,"skid, slip, slide
Synonym: dakin-as",,,https://en.wiktionary.org/wiki/dalin-as
dalok,verb,,"greedy, gluttonous",,,https://en.wiktionary.org/wiki/dalok
dalum,verb,,(of depth) deep,,,https://en.wiktionary.org/wiki/dalum
daman,verb,,The rock hyrax.,,,https://en.wiktionary.org/wiki/daman
damgohon,verb,,to dream,,,https://en.wiktionary.org/wiki/damgohon
damo,verb,,"(chess, card games) queen
1908, Henri Vallienne, Ĉu li?, ch. 3:La junulo miksis la kartojn kaj prenis unu el ili. Ĝi estis la kera damo.The youth shuffled the cards and drew one of them. It was the queen of hearts.
1910, E. L. Kearney (translator), La aventuroj de Alicio en Mirlando, translation of Alice's Adventures in Wonderland by Carroll, Lewis, ch. 11:La Kera Damo bakis tortojn / En iu somertago!The Queen of Hearts, she made some tarts, / All on a summer day.",,,https://en.wiktionary.org/wiki/damo
dampig,verb,,"aid, help, support",,,https://en.wiktionary.org/wiki/dampig
dangat,verb,,"(Naga) love; affection; endearment
Synonyms: daba, muot, mahal",,,https://en.wiktionary.org/wiki/dangat
dangaw,verb,,"a handspan (the distance measured by a human hand, from the tip of the thumb to the tip of the little finger)",,,https://en.wiktionary.org/wiki/dangaw
danggot,verb,,wean,,,https://en.wiktionary.org/wiki/danggot
dapig,verb,,"companion, partner",,,https://en.wiktionary.org/wiki/dapig
dapit,verb,,"regarding; about
Synonym: manunungod",,,https://en.wiktionary.org/wiki/dapit
daplos,verb,,"(Legazpi, Sorsogon) sweat, perspiration
Synonyms: ganot, hinang",,,https://en.wiktionary.org/wiki/daplos
daroos,verb,,a severe cough,,,https://en.wiktionary.org/wiki/daroos
daskon,verb,,cram,,,https://en.wiktionary.org/wiki/daskon
daug,verb,,romanization of 𐌳𐌰𐌿𐌲,,,https://en.wiktionary.org/wiki/daug
daut,verb,,nonstandard spelling of daot,,,https://en.wiktionary.org/wiki/daut
dawat,verb,,to receive,,,https://en.wiktionary.org/wiki/dawat
dawdaw,verb,,"turn, spin",,,https://en.wiktionary.org/wiki/dawdaw
dawhat,verb,,receive,,,https://en.wiktionary.org/wiki/dawhat
deskarga,verb,,unloading,,,https://en.wiktionary.org/wiki/deskarga
dikta,verb,,dictate,,,https://en.wiktionary.org/wiki/dikta
dingot,verb,,nominative plural of dingo,,,https://en.wiktionary.org/wiki/dingot
dis-og,verb,,"jostle, push",,,https://en.wiktionary.org/wiki/dis-og
dogsing,verb,,"to nudge or stroke, often flirtatiously",,,https://en.wiktionary.org/wiki/dogsing
dohol,verb,,"A type of percussion instrument used in Iran, Afghanistan and Kurdistan.",,,https://en.wiktionary.org/wiki/dohol
dool,verb,,"inflection of dolen:
first-person singular present indicative
(in case of inversion) second-person singular present indicative
imperative",,,https://en.wiktionary.org/wiki/dool
duag,verb,,stave,,,https://en.wiktionary.org/wiki/duag
dugang,verb,,"(formal) addition; act of adding something
Synonym: dagdag",,,https://en.wiktionary.org/wiki/dugang
dugmok,verb,,"to break by applying pressure or weight, to crush",,,https://en.wiktionary.org/wiki/dugmok
dugus,verb,,the best part of a thing,,,https://en.wiktionary.org/wiki/dugus
duha,verb,,"two
Synonym: dos",,,https://en.wiktionary.org/wiki/duha
duha-duha,verb,,by pairs; two by two; two at a time,,,https://en.wiktionary.org/wiki/duha-duha
duko,verb,,"stoop, act of bending over",,,https://en.wiktionary.org/wiki/duko
dula,verb,,game,,,https://en.wiktionary.org/wiki/dula
dulum,verb,,darkness; gloom,,,https://en.wiktionary.org/wiki/dulum
dulumugan,verb,,swarm,,,https://en.wiktionary.org/wiki/dulumugan
dumaay,verb,,fade,,,https://en.wiktionary.org/wiki/dumaay
dumagaya,verb,,flourish,,,https://en.wiktionary.org/wiki/dumagaya
dumagsa,verb,,the northeast monsoon,,,https://en.wiktionary.org/wiki/dumagsa
dumar,verb,,"tame, train",,,https://en.wiktionary.org/wiki/dumar
dumayon,verb,,enter,,,https://en.wiktionary.org/wiki/dumayon
dumdum,verb,,"A soft-nosed bullet that expands on impact to cause a gaping wound.
March 1920, Alice Ballantine Kirjassoff, “FORMOSA THE BEAUTIFUL”, in National Geographic Magazine‎[1], page 267:He related to us how the savages make bullets from the heart of a very hard wood cured by a special process. These bullets are only effectual when fired from a short range, and when they lodge in the flesh they explode like dumdum bullets.(He here refers to Tim Soan, a Taiwanese aboriginal person)",,,https://en.wiktionary.org/wiki/dumdum
dumili,verb,,prohibit,,,https://en.wiktionary.org/wiki/dumili
dumugo,verb,,bleed,,,https://en.wiktionary.org/wiki/dumugo
dumugok,verb,,attend,,,https://en.wiktionary.org/wiki/dumugok
dumukot,verb,,to stick,,,https://en.wiktionary.org/wiki/dumukot
dumulog,verb,,pause,,,https://en.wiktionary.org/wiki/dumulog
dumungka,verb,,"harbor, land",,,https://en.wiktionary.org/wiki/dumungka
dunoton,verb,,crush,,,https://en.wiktionary.org/wiki/dunoton
dupak,verb,,"dirty, foul, obscene, smutty",,,https://en.wiktionary.org/wiki/dupak
duyanon,verb,,swing,,,https://en.wiktionary.org/wiki/duyanon
eksamen,verb,,"examination, exam (formal test)",,,https://en.wiktionary.org/wiki/eksamen
eskuwela,verb,,school; learning institute,,,https://en.wiktionary.org/wiki/eskuwela
fuersa,verb,,"force, strength, vigor",,,https://en.wiktionary.org/wiki/fuersa
gaang,verb,,"to heat, warm",,,https://en.wiktionary.org/wiki/gaang
gabuk,verb,,"rotten, decayed, decomposed",,,https://en.wiktionary.org/wiki/gabuk
gabut,verb,,"to pull out, to extract, to uproot",,,https://en.wiktionary.org/wiki/gabut
galing,verb,,present participle and gerund of gale,,,https://en.wiktionary.org/wiki/galing
gamit,verb,,to use,,,https://en.wiktionary.org/wiki/gamit
ganyat,verb,,past participle of ganyar,,,https://en.wiktionary.org/wiki/ganyat
gapas,verb,,sickle,,,https://en.wiktionary.org/wiki/gapas
garuk,verb,,filth,,,https://en.wiktionary.org/wiki/garuk
gasolina,verb,,"gasoline, petrol (motor fuel)",,,https://en.wiktionary.org/wiki/gasolina
gatasan,verb,,the spotfin lionfish (Pterois antennata),,,https://en.wiktionary.org/wiki/gatasan
gatong,verb,,firewood; fuel,,,https://en.wiktionary.org/wiki/gatong
gaway,verb,,tentacle,,,https://en.wiktionary.org/wiki/gaway
gikas,verb,,to cut off or diminish,,,https://en.wiktionary.org/wiki/gikas
gisa,verb,,"way, manner
Synonyms: modu, molde",,,https://en.wiktionary.org/wiki/gisa
gision,verb,,"to rip, to tear
Synonym: rabrabon",,,https://en.wiktionary.org/wiki/gision
giyan,verb,,"desire, inclination, liking for",,,https://en.wiktionary.org/wiki/giyan
godgod,verb,,"follow up, look for, search for",,,https://en.wiktionary.org/wiki/godgod
gub-on,verb,,disrupt,,,https://en.wiktionary.org/wiki/gub-on
guyod,verb,,"a drag
Synonyms: gudgod, sidsid",,,https://en.wiktionary.org/wiki/guyod
habok,verb,,to swell,,,https://en.wiktionary.org/wiki/habok
haboy,verb,,"fling, hurl",,,https://en.wiktionary.org/wiki/haboy
hagad,verb,,to ask for something,,,https://en.wiktionary.org/wiki/hagad
hagmak,verb,,fall down,,,https://en.wiktionary.org/wiki/hagmak
hagna,verb,,"motion, proposal",,,https://en.wiktionary.org/wiki/hagna
haguk,verb,,grasshopper (generic term),,,https://en.wiktionary.org/wiki/haguk
hagumhum,verb,,to hum or coo,,,https://en.wiktionary.org/wiki/hagumhum
hagunung,verb,,boom,,,https://en.wiktionary.org/wiki/hagunung
hagung,verb,,"to hum, coo",,,https://en.wiktionary.org/wiki/hagung
hagunghung,verb,,a rumbling sound,,,https://en.wiktionary.org/wiki/hagunghung
hagup,verb,,to be tame,,,https://en.wiktionary.org/wiki/hagup
halab,verb,,graze,,,https://en.wiktionary.org/wiki/halab
halay,verb,,hang,,,https://en.wiktionary.org/wiki/halay
halin,verb,,to transfer,,,https://en.wiktionary.org/wiki/halin
halit,verb,,"(transitive, poetic) to cover
Synonyms: zakrývat, přikrývat",,,https://en.wiktionary.org/wiki/halit
halokhok,verb,,grunt,,,https://en.wiktionary.org/wiki/halokhok
halong,verb,,"to handle with care
Synonym: amlig",,,https://en.wiktionary.org/wiki/halong
halunhun,verb,,"gulp down, swallow",,,https://en.wiktionary.org/wiki/halunhun
hambadan,verb,,scorn,,,https://en.wiktionary.org/wiki/hambadan
handa,verb,,"prepared
Synonyms: andam, preparado, puwesto",,,https://en.wiktionary.org/wiki/handa
hikog,verb,,to hang oneself,,,https://en.wiktionary.org/wiki/hikog
hiliugyon,verb,,to unite,,,https://en.wiktionary.org/wiki/hiliugyon
hinlo,verb,,"smooth, level",,,https://en.wiktionary.org/wiki/hinlo
hingap-us,verb,,to commit suicide by hanging,,,https://en.wiktionary.org/wiki/hingap-us
hiphip,verb,,bribe,,,https://en.wiktionary.org/wiki/hiphip
hubu,verb,,accusative singular of huba,,,https://en.wiktionary.org/wiki/hubu
hukson,verb,,"detach, dismount",,,https://en.wiktionary.org/wiki/hukson
hutik,verb,,whisper,,,https://en.wiktionary.org/wiki/hutik
huyop,verb,,to blow,,,https://en.wiktionary.org/wiki/huyop
ikog,verb,,tail,,,https://en.wiktionary.org/wiki/ikog
ilig,verb,,tooth,,,https://en.wiktionary.org/wiki/ilig
isa,verb,,(international standards) ISO 639-3 language code for Isabi.,,,https://en.wiktionary.org/wiki/isa
itot,verb,,to have sexual intercourse with someone,,,https://en.wiktionary.org/wiki/itot
iyot,verb,,"(vulgar) coitus; sexual intercourse
Synonyms: habal, kayat, hilawas, jerjer, torjak",,,https://en.wiktionary.org/wiki/iyot
kadton,verb,,bite,,,https://en.wiktionary.org/wiki/kadton
kalikog,verb,,to clean; to probe,,,https://en.wiktionary.org/wiki/kalikog
kalis,verb,,A Filipino sword akin to the kris.,,,https://en.wiktionary.org/wiki/kalis
kamao,verb,,"An extinct bird of Hawaii, Myadestes myadestinus.",,,https://en.wiktionary.org/wiki/kamao
kaon,verb,,"(particle physics) any of four unstable subatomic particles, mesons, they are a combination of a strange quark or antiquark and either an up or down quark or antiquark
K0: strange quark + down antiquark
K0* (antiparticle of K0): down quark + strange antiquark
K+: strange quark + up antiquark
K- (antiparticle of K+): up quark + strange antiquark",,,https://en.wiktionary.org/wiki/kaon
kapay,verb,,"crazy; insane
Synonyms: bua, loko, rungaw, lapong, lado, kablas",,,https://en.wiktionary.org/wiki/kapay
kasal,verb,,charcoal,,,https://en.wiktionary.org/wiki/kasal
kasla,verb,,imperative passive of kasál,,,https://en.wiktionary.org/wiki/kasla
kaulangan,verb,,"handicap
Synonym: kaninan",,,https://en.wiktionary.org/wiki/kaulangan
kawing,verb,,present participle and gerund of kaw,,,https://en.wiktionary.org/wiki/kawing
kinam,verb,,taste,,,https://en.wiktionary.org/wiki/kinam
kinaw,verb,,"glisten, shine, sparkle",,,https://en.wiktionary.org/wiki/kinaw
kinot,verb,,nominative plural of kino,,,https://en.wiktionary.org/wiki/kinot
kita,verb,,we (inclusive),,,https://en.wiktionary.org/wiki/kita
lag-it,verb,,"cheat, imposter, sneak, swindler, trickster",,,https://en.wiktionary.org/wiki/lag-it
laham,verb,,"to touch, feel",,,https://en.wiktionary.org/wiki/laham
lakon,verb,,genitive singular of lakko,,,https://en.wiktionary.org/wiki/lakon
lakum,verb,,"to deceive; to cheat; to swindle
Synonym: lakon",,,https://en.wiktionary.org/wiki/lakum
lala,verb,,Alternative form of ilala.,,,https://en.wiktionary.org/wiki/lala
lala-lala,verb,,diminutive of lála,,,https://en.wiktionary.org/wiki/lala-lala
lansang,verb,,nail (metal pin),,,https://en.wiktionary.org/wiki/lansang
laplap,verb,,to drive out; to chase away; to drive,,,https://en.wiktionary.org/wiki/laplap
lapuyot,verb,,"thick, condensed, coagulated",,,https://en.wiktionary.org/wiki/lapuyot
laum,verb,,alternative form of laom,,,https://en.wiktionary.org/wiki/laum
law-ay,verb,,vulgar; debased,,,https://en.wiktionary.org/wiki/law-ay
layi,verb,,"adultery
Synonym: láè",,,https://en.wiktionary.org/wiki/layi
likay,verb,,avoidance of danger by moving suddenly out of the way,,,https://en.wiktionary.org/wiki/likay
lima,verb,,Alternative letter-case form of Lima of the ICAO/NATO radiotelephony alphabet.,,,https://en.wiktionary.org/wiki/lima
linaw,verb,,"clarity, clearness
Synonym: liwanag
Antonyms: libog, labog",,,https://en.wiktionary.org/wiki/linaw
lipay,verb,,"(Naga) caterpillar
Synonym: atitiras",,,https://en.wiktionary.org/wiki/lipay
luab,verb,,collar,,,https://en.wiktionary.org/wiki/luab
luhod,verb,,kneeling,,,https://en.wiktionary.org/wiki/luhod
lulus,verb,,plural of lulu,,,https://en.wiktionary.org/wiki/lulus
lumilaw,verb,,doze,,,https://en.wiktionary.org/wiki/lumilaw
luta,verb,,first-person singular aorist of lut,,,https://en.wiktionary.org/wiki/luta
mabalong,verb,,"to get drunk; to intoxicate
Synonym: mahubog",,,https://en.wiktionary.org/wiki/mabalong
magbukal,verb,,"to seethe, to bubble, to produce foam
Synonym: magbula",,,https://en.wiktionary.org/wiki/magbukal
magbulig,verb,,"to aid, to help",,,https://en.wiktionary.org/wiki/magbulig
magdamgo,verb,,to dream,,,https://en.wiktionary.org/wiki/magdamgo
maghatag sing kinahanglan,verb,,supply,,,https://en.wiktionary.org/wiki/maghatag_sing_kinahanglan
mahubog,verb,,"(Sorsogon) to get drunk
Synonyms: maburat, mabuyong",,,https://en.wiktionary.org/wiki/mahubog
matay,verb,,to die,,,https://en.wiktionary.org/wiki/matay
multa,verb,,fine,,,https://en.wiktionary.org/wiki/multa
ngithil,verb,,"to whine, whimper",,,https://en.wiktionary.org/wiki/ngithil
paabat,verb,,causative of ábat,,,https://en.wiktionary.org/wiki/paabat
paabay,verb,,causative of abáy,,,https://en.wiktionary.org/wiki/paabay
paagaw,verb,,causative of ágao,,,https://en.wiktionary.org/wiki/paagaw
paalam,verb,,causative of álam,,,https://en.wiktionary.org/wiki/paalam
pahalin,verb,,causative of hálin,,,https://en.wiktionary.org/wiki/pahalin
